year,period,periodName,value,footnotes
2021,M12,December,102,[{}]
2021,M11,November,106,[{}]
2021,M10,October,126,[{}]
2021,M09,September,104,[{}]
2021,M08,August,124,[{}]
2021,M07,July,136,[{}]
2021,M06,June,118,[{}]
2021,M05,May,115,[{}]
2021,M04,April,98,[{}]
2021,M03,March,97,[{}]
2021,M02,February,74,[{}]
2021,M01,January,72,[{}]
2020,M12,December,56,[{}]
2020,M11,November,61,[{}]
2020,M10,October,87,[{}]
2020,M09,September,72,[{}]
2020,M08,August,69,[{}]
2020,M07,July,80,[{}]
2020,M06,June,69,[{}]
2020,M05,May,49,[{}]
2020,M04,April,41,[{}]
2020,M03,March,62,[{}]
2020,M02,February,60,[{}]
2020,M01,January,76,[{}]
2019,M12,December,63,[{}]
2019,M11,November,63,[{}]
2019,M10,October,67,[{}]
2019,M09,September,61,[{}]
2019,M08,August,64,[{}]
2019,M07,July,64,[{}]
2019,M06,June,63,[{}]
2019,M05,May,70,[{}]
2019,M04,April,74,[{}]
2019,M03,March,74,[{}]
2019,M02,February,68,[{}]
2019,M01,January,67,[{}]
