year,month,state,jolts
2021,01,VA,203000
2020,12,VA,197000
2020,11,VA,192000
2020,10,VA,220000
2020,09,VA,199000
2020,08,VA,214000
2020,07,VA,210000
2020,06,VA,196000
2020,05,VA,164000
2020,04,VA,181000
2020,03,VA,198000
2020,02,VA,200000
2020,01,VA,215000
2019,12,VA,194000
2019,11,VA,203000
2019,10,VA,258000
2019,09,VA,225000
2019,08,VA,218000
2019,07,VA,234000
2019,06,VA,222000
2019,05,VA,238000
2019,04,VA,233000
2019,03,VA,214000
2019,02,VA,197000
2019,01,VA,207000
2021,12,WA,185000
2021,11,WA,207000
2021,10,WA,227000
2021,09,WA,218000
2021,08,WA,219000
2021,07,WA,265000
2021,06,WA,205000
2021,05,WA,181000
2021,04,WA,216000
2021,03,WA,168000
2021,02,WA,149000
2021,01,WA,125000
2020,12,WA,116000
2020,11,WA,131000
2020,10,WA,141000
2020,09,WA,123000
2020,08,WA,131000
2020,07,WA,143000
2020,06,WA,134000
2020,05,WA,109000
2020,04,WA,115000
2020,03,WA,121000
2020,02,WA,136000
2020,01,WA,205000
2019,12,WA,135000
2019,11,WA,138000
2019,10,WA,145000
2019,09,WA,160000
2019,08,WA,177000
2019,07,WA,197000
2019,06,WA,170000
2019,05,WA,158000
2019,04,WA,208000
2019,03,WA,155000
2019,02,WA,139000
2019,01,WA,159000
2021,12,WV,49000
2021,11,WV,48000
2021,10,WV,57000
2021,09,WV,58000
2021,08,WV,57000
2021,07,WV,61000
2021,06,WV,57000
2021,05,WV,56000
2021,04,WV,57000
2021,03,WV,47000
2021,02,WV,49000
2021,01,WV,43000
2020,12,WV,43000
2020,11,WV,40000
2020,10,WV,47000
2020,09,WV,55000
2020,08,WV,48000
2020,07,WV,51000
2020,06,WV,41000
2020,05,WV,37000
2020,04,WV,38000
2020,03,WV,40000
2020,02,WV,38000
2020,01,WV,45000
2019,12,WV,34000
2019,11,WV,36000
2019,10,WV,43000
2019,09,WV,52000
2019,08,WV,40000
2019,07,WV,38000
2019,06,WV,39000
2019,05,WV,42000
2019,04,WV,45000
2019,03,WV,43000
2019,02,WV,34000
2019,01,WV,38000
2021,12,WI,194000
2021,11,WI,216000
2021,10,WI,226000
2021,09,WI,243000
2021,08,WI,212000
2021,07,WI,232000
2021,06,WI,204000
2021,05,WI,196000
2021,04,WI,194000
2021,03,WI,159000
2021,02,WI,134000
2021,01,WI,121000
2020,12,WI,109000
2020,11,WI,120000
2020,10,WI,134000
2020,09,WI,132000
2020,08,WI,125000
2020,07,WI,182000
2020,06,WI,126000
2020,05,WI,116000
2020,04,WI,110000
2020,03,WI,116000
2020,02,WI,144000
2020,01,WI,158000
2019,12,WI,122000
2019,11,WI,137000
2019,10,WI,167000
2019,09,WI,155000
2019,08,WI,156000
2019,07,WI,164000
2019,06,WI,161000
2019,05,WI,156000
2019,04,WI,168000
2019,03,WI,152000
2019,02,WI,148000
2019,01,WI,158000
2021,12,WY,28000
2021,11,WY,18000
2021,10,WY,21000
2021,09,WY,28000
2021,08,WY,31000
2021,07,WY,24000
2021,06,WY,29000
2021,05,WY,26000
2021,04,WY,18000
2021,03,WY,14000
2021,02,WY,15000
2021,01,WY,14000
2020,12,WY,17000
2020,11,WY,12000
2020,10,WY,13000
2020,09,WY,13000
2020,08,WY,14000
2020,07,WY,15000
2020,06,WY,13000
2020,05,WY,12000
2020,04,WY,13000
2020,03,WY,12000
2020,02,WY,13000
2020,01,WY,16000
2019,12,WY,17000
2019,11,WY,13000
2019,10,WY,16000
2019,09,WY,17000
2019,08,WY,17000
2019,07,WY,20000
2019,06,WY,26000
2019,05,WY,22000
2019,04,WY,16000
2019,03,WY,14000
2019,02,WY,13000
2019,01,WY,16000
